"DateTime","Pre Open TATAMOTORS","TATAMOTORSEQN"
"2023-02-10 09:01:10",438.95,
"2023-02-10 09:01:11",438.95,
"2023-02-10 09:01:12",438.95,
"2023-02-10 09:01:13",438.95,
"2023-02-10 09:01:14",438.95,
"2023-02-10 09:01:15",438.95,
"2023-02-10 09:01:16",438.95,
"2023-02-10 09:01:17",438.95,
"2023-02-10 09:01:18",438.95,
"2023-02-10 09:01:19",438.95,
"2023-02-10 09:01:20",438.95,
"2023-02-10 09:01:21",438.95,
"2023-02-10 09:01:22",438.95,
"2023-02-10 09:01:23",438.95,
"2023-02-10 09:01:24",438.95,
"2023-02-10 09:01:25",438.95,
"2023-02-10 09:01:26",438.95,
"2023-02-10 09:01:27",438.95,
"2023-02-10 09:01:28",438.95,
"2023-02-10 09:01:29",438.95,
"2023-02-10 09:01:30",438.95,
"2023-02-10 09:01:31",438.95,
"2023-02-10 09:01:32",438.95,
"2023-02-10 09:01:33",438.95,
"2023-02-10 09:01:34",438.95,
"2023-02-10 09:01:36",438.95,
"2023-02-10 09:01:37",438.95,
"2023-02-10 09:01:38",438.95,
"2023-02-10 09:01:39",438.95,
"2023-02-10 09:01:40",438.95,
"2023-02-10 09:01:41",438.95,
"2023-02-10 09:01:42",438.95,
"2023-02-10 09:01:43",438.95,
"2023-02-10 09:01:45",438.95,
"2023-02-10 09:01:46",438.95,
"2023-02-10 09:01:47",438.95,
"2023-02-10 09:01:48",438.95,
"2023-02-10 09:01:49",438.95,
"2023-02-10 09:01:50",438.95,
"2023-02-10 09:01:51",438.95,
"2023-02-10 09:01:52",438.95,
"2023-02-10 09:01:53",438.95,
"2023-02-10 09:01:54",438.95,
"2023-02-10 09:01:55",438.95,
"2023-02-10 09:01:56",438.95,
"2023-02-10 09:01:58",438.95,
"2023-02-10 09:01:59",438.95,
"2023-02-10 09:02:00",438.95,
"2023-02-10 09:02:01",438.95,
"2023-02-10 09:02:02",439.9,
"2023-02-10 09:02:03",439.9,
"2023-02-10 09:02:04",439.9,
"2023-02-10 09:02:05",439.9,
"2023-02-10 09:02:06",441,
"2023-02-10 09:02:07",441,
"2023-02-10 09:02:09",441,
"2023-02-10 09:02:10",441,
"2023-02-10 09:02:11",441,
"2023-02-10 09:02:12",441,
"2023-02-10 09:02:13",441,
"2023-02-10 09:02:14",441,
"2023-02-10 09:02:15",441,
"2023-02-10 09:02:16",441,
"2023-02-10 09:02:17",441,
"2023-02-10 09:02:18",441,
"2023-02-10 09:02:19",441,
"2023-02-10 09:02:20",441,
"2023-02-10 09:02:22",441,
"2023-02-10 09:02:23",441,
"2023-02-10 09:02:24",441,
"2023-02-10 09:02:25",441,
"2023-02-10 09:02:27",441,
"2023-02-10 09:02:28",441,
"2023-02-10 09:02:29",441,
"2023-02-10 09:02:30",441,
"2023-02-10 09:02:31",441,
"2023-02-10 09:02:32",441,
"2023-02-10 09:02:33",441,
"2023-02-10 09:02:34",441,
"2023-02-10 09:02:35",441,
"2023-02-10 09:02:37",441,
"2023-02-10 09:02:38",441,
"2023-02-10 09:02:39",441,
"2023-02-10 09:02:40",441,
"2023-02-10 09:02:41",441,
"2023-02-10 09:02:42",441,
"2023-02-10 09:02:43",441,
"2023-02-10 09:02:44",441,
"2023-02-10 09:02:46",441,
"2023-02-10 09:02:47",441,
"2023-02-10 09:02:48",441,
"2023-02-10 09:02:49",441,
"2023-02-10 09:02:50",441,
"2023-02-10 09:02:51",441,
"2023-02-10 09:02:52",441,
"2023-02-10 09:02:53",441,
"2023-02-10 09:02:54",441,
"2023-02-10 09:02:55",441,
"2023-02-10 09:02:56",441,
"2023-02-10 09:02:57",441,
"2023-02-10 09:02:58",441,
"2023-02-10 09:02:59",441,
"2023-02-10 09:03:01",441,
"2023-02-10 09:03:02",441,
"2023-02-10 09:03:03",441,
"2023-02-10 09:03:04",441,
"2023-02-10 09:03:06",441,
"2023-02-10 09:03:08",441,
"2023-02-10 09:03:09",441,
"2023-02-10 09:03:10",441,
"2023-02-10 09:03:12",441,
"2023-02-10 09:03:13",441,
"2023-02-10 09:03:14",441,
"2023-02-10 09:03:15",441,
"2023-02-10 09:03:16",441,
"2023-02-10 09:03:17",441,
"2023-02-10 09:03:18",441,
"2023-02-10 09:03:19",441,
"2023-02-10 09:03:20",441,
"2023-02-10 09:03:21",441,
"2023-02-10 09:03:22",441,
"2023-02-10 09:03:23",441,
"2023-02-10 09:03:24",441,
"2023-02-10 09:03:25",441,
"2023-02-10 09:03:26",441,
"2023-02-10 09:03:27",441,
"2023-02-10 09:03:28",441,
"2023-02-10 09:03:29",441,
"2023-02-10 09:03:30",441,
"2023-02-10 09:03:31",441,
"2023-02-10 09:03:32",441,
"2023-02-10 09:03:33",441,
"2023-02-10 09:03:35",441,
"2023-02-10 09:03:36",441,
"2023-02-10 09:03:37",441,
"2023-02-10 09:03:38",441,
"2023-02-10 09:03:39",441,
"2023-02-10 09:03:40",441,
"2023-02-10 09:03:41",441,
"2023-02-10 09:03:42",441,
"2023-02-10 09:03:43",441,
"2023-02-10 09:03:44",441,
"2023-02-10 09:03:45",441,
"2023-02-10 09:03:46",441,
"2023-02-10 09:03:47",441,
"2023-02-10 09:03:48",441,
"2023-02-10 09:03:49",441,
"2023-02-10 09:03:50",441,
"2023-02-10 09:03:51",441,
"2023-02-10 09:03:52",441,
"2023-02-10 09:03:53",441,
"2023-02-10 09:03:54",441,
"2023-02-10 09:03:55",440.2,
"2023-02-10 09:03:56",440.2,
"2023-02-10 09:03:57",440.2,
"2023-02-10 09:03:58",440.2,
"2023-02-10 09:03:59",440.2,
"2023-02-10 09:04:00",440.2,
"2023-02-10 09:04:01",440.2,
"2023-02-10 09:04:02",441.95,
"2023-02-10 09:04:03",441.95,
"2023-02-10 09:04:04",441.95,
"2023-02-10 09:04:05",441.95,
"2023-02-10 09:04:06",441.95,
"2023-02-10 09:04:07",441.1,
"2023-02-10 09:04:08",441.1,
"2023-02-10 09:04:09",441.1,
"2023-02-10 09:04:10",441,
"2023-02-10 09:04:11",441,
"2023-02-10 09:04:12",441,
"2023-02-10 09:04:13",441,
"2023-02-10 09:04:14",441,
"2023-02-10 09:04:15",441,
"2023-02-10 09:04:16",441,
"2023-02-10 09:04:17",441,
"2023-02-10 09:04:18",441,
"2023-02-10 09:04:19",441,
"2023-02-10 09:04:20",441,
"2023-02-10 09:04:21",441,
"2023-02-10 09:04:22",441,
"2023-02-10 09:04:23",441,
"2023-02-10 09:04:24",441,
"2023-02-10 09:04:25",441,
"2023-02-10 09:04:26",441,
"2023-02-10 09:04:27",441,
"2023-02-10 09:04:28",441,
"2023-02-10 09:04:29",441,
"2023-02-10 09:04:30",441,
"2023-02-10 09:04:31",441,
"2023-02-10 09:04:32",441,
"2023-02-10 09:04:33",441,
"2023-02-10 09:04:34",441,
"2023-02-10 09:04:35",441,
"2023-02-10 09:04:37",441,
"2023-02-10 09:04:38",441,
"2023-02-10 09:04:39",441,
"2023-02-10 09:04:40",441,
"2023-02-10 09:04:41",441,
"2023-02-10 09:04:42",441,
"2023-02-10 09:04:43",441,
"2023-02-10 09:04:44",441,
"2023-02-10 09:04:45",441,
"2023-02-10 09:04:46",441,
"2023-02-10 09:04:47",441,
"2023-02-10 09:04:48",441,
"2023-02-10 09:04:49",441,
"2023-02-10 09:04:50",441,
"2023-02-10 09:04:51",441,
"2023-02-10 09:04:52",441,
"2023-02-10 09:04:53",441,
"2023-02-10 09:04:54",441,
"2023-02-10 09:04:55",441,
"2023-02-10 09:04:56",441,
"2023-02-10 09:04:57",441,
"2023-02-10 09:04:58",441,
"2023-02-10 09:04:59",441,
"2023-02-10 09:05:00",441,
"2023-02-10 09:05:01",441,
"2023-02-10 09:05:02",441,
"2023-02-10 09:05:03",441,
"2023-02-10 09:05:04",441,
"2023-02-10 09:05:05",440.5,
"2023-02-10 09:05:06",440.5,
"2023-02-10 09:05:07",440.5,
"2023-02-10 09:05:08",440,
"2023-02-10 09:05:09",440,
"2023-02-10 09:05:10",440,
"2023-02-10 09:05:11",440,
"2023-02-10 09:05:12",440,
"2023-02-10 09:05:13",440,
"2023-02-10 09:05:14",440,
"2023-02-10 09:05:15",440,
"2023-02-10 09:05:16",440,
"2023-02-10 09:05:17",440,
"2023-02-10 09:05:18",440,
"2023-02-10 09:05:19",440,
"2023-02-10 09:05:20",440,
"2023-02-10 09:05:21",440,
"2023-02-10 09:05:22",440,
"2023-02-10 09:05:23",440,
"2023-02-10 09:05:24",440,
"2023-02-10 09:05:25",440,
"2023-02-10 09:05:26",440,
"2023-02-10 09:05:27",440,
"2023-02-10 09:05:28",440,
"2023-02-10 09:05:29",440,
"2023-02-10 09:05:30",440,
"2023-02-10 09:05:31",440,
"2023-02-10 09:05:32",439.9,
"2023-02-10 09:05:33",439.9,
"2023-02-10 09:05:34",439.9,
"2023-02-10 09:05:35",439.9,
"2023-02-10 09:05:36",439.9,
"2023-02-10 09:05:38",439.9,
"2023-02-10 09:05:39",439.9,
"2023-02-10 09:05:40",439.9,
"2023-02-10 09:05:41",439.9,
"2023-02-10 09:05:42",439.9,
"2023-02-10 09:05:43",439.65,
"2023-02-10 09:05:44",439.65,
"2023-02-10 09:05:45",439.65,
"2023-02-10 09:05:46",439.65,
"2023-02-10 09:05:47",439.5,
"2023-02-10 09:05:48",439.5,
"2023-02-10 09:05:49",439.5,
"2023-02-10 09:05:50",439.5,
"2023-02-10 09:05:51",439.5,
"2023-02-10 09:05:53",439.5,
"2023-02-10 09:05:54",439.5,
"2023-02-10 09:05:55",439.5,
"2023-02-10 09:05:57",439.5,
"2023-02-10 09:05:58",439.5,
"2023-02-10 09:05:59",439.5,
"2023-02-10 09:06:00",439.4,
"2023-02-10 09:06:01",439.5,
"2023-02-10 09:06:02",439.5,
"2023-02-10 09:06:03",439.5,
"2023-02-10 09:06:04",439.5,
"2023-02-10 09:06:05",439.5,
"2023-02-10 09:06:06",439.4,
"2023-02-10 09:06:07",439.5,
"2023-02-10 09:06:08",439.5,
"2023-02-10 09:06:09",439.5,
"2023-02-10 09:06:10",439.5,
"2023-02-10 09:06:11",439.4,
"2023-02-10 09:06:12",439.4,
"2023-02-10 09:06:13",439.4,
"2023-02-10 09:06:14",439.4,
"2023-02-10 09:06:15",439.4,
"2023-02-10 09:06:16",439.4,
"2023-02-10 09:06:17",439.05,
"2023-02-10 09:06:18",439.05,
"2023-02-10 09:06:19",439.05,
"2023-02-10 09:06:20",439.05,
"2023-02-10 09:06:21",439.05,
"2023-02-10 09:06:22",439,
"2023-02-10 09:06:23",439,
"2023-02-10 09:06:24",439,
"2023-02-10 09:06:25",439,
"2023-02-10 09:06:26",439,
"2023-02-10 09:06:27",439,
"2023-02-10 09:06:28",439,
"2023-02-10 09:06:29",439,
"2023-02-10 09:06:30",438.95,
"2023-02-10 09:06:31",438.95,
"2023-02-10 09:06:32",438.95,
"2023-02-10 09:06:33",438.95,
"2023-02-10 09:06:34",438.95,
"2023-02-10 09:06:35",439,
"2023-02-10 09:06:36",439,
"2023-02-10 09:06:37",439,
"2023-02-10 09:06:38",439,
"2023-02-10 09:06:39",439,
"2023-02-10 09:06:40",439,
"2023-02-10 09:06:41",439,
"2023-02-10 09:06:42",439,
"2023-02-10 09:06:43",439,
"2023-02-10 09:06:44",439,
"2023-02-10 09:06:45",439,
"2023-02-10 09:06:46",439,
"2023-02-10 09:06:47",439,
"2023-02-10 09:06:48",439,
"2023-02-10 09:06:49",438.95,
"2023-02-10 09:06:50",438.95,
"2023-02-10 09:06:51",438.95,
"2023-02-10 09:06:52",438.95,
"2023-02-10 09:06:53",438.95,
"2023-02-10 09:06:54",438.95,
"2023-02-10 09:06:55",438.95,
"2023-02-10 09:06:56",438.95,
"2023-02-10 09:06:57",438.95,
"2023-02-10 09:06:58",438.95,
"2023-02-10 09:06:59",438.95,
"2023-02-10 09:07:00",438.7,
"2023-02-10 09:15:00",,436.75
"2023-02-10 09:15:01",,437.35
"2023-02-10 09:15:03",,436.6
"2023-02-10 09:15:04",,436.4
"2023-02-10 09:15:06",,436.35
"2023-02-10 09:15:08",,436.15
"2023-02-10 09:15:09",,436.2
"2023-02-10 09:15:10",,435.8
"2023-02-10 09:15:11",,435.75
"2023-02-10 09:15:13",,436.25
"2023-02-10 09:15:14",,435.9
"2023-02-10 09:15:15",,435.7
"2023-02-10 09:15:17",,435.75
"2023-02-10 09:15:18",,435.95
"2023-02-10 09:15:19",,436.3
"2023-02-10 09:15:20",,437.2
"2023-02-10 09:15:21",,437.1
"2023-02-10 09:15:22",,437.25
"2023-02-10 09:15:23",,436.9
"2023-02-10 09:15:24",,436.45
"2023-02-10 09:15:25",,437.15
"2023-02-10 09:15:27",,437.25
"2023-02-10 09:15:28",,437.4
"2023-02-10 09:15:29",,437.15
"2023-02-10 09:15:30",,437.45
"2023-02-10 09:15:31",,437.4
"2023-02-10 09:15:32",,437.15
"2023-02-10 09:15:33",,437.4
"2023-02-10 09:15:34",,437.85
"2023-02-10 09:15:36",,437.5
"2023-02-10 09:15:37",,437.6
"2023-02-10 09:15:38",,437.95
"2023-02-10 09:15:39",,438
"2023-02-10 09:15:41",,437.4
"2023-02-10 09:15:42",,437.95
"2023-02-10 09:15:43",,438
"2023-02-10 09:15:44",,438.05
"2023-02-10 09:15:45",,437.95
"2023-02-10 09:15:46",,438
"2023-02-10 09:15:47",,438.2
"2023-02-10 09:15:48",,438
"2023-02-10 09:15:49",,438.2
"2023-02-10 09:15:50",,438.15
"2023-02-10 09:15:51",,437.9
"2023-02-10 09:15:52",,437.8
"2023-02-10 09:15:53",,438
"2023-02-10 09:15:54",,438
"2023-02-10 09:15:56",,437.55
"2023-02-10 09:15:57",,437.3
"2023-02-10 09:15:58",,437.55
"2023-02-10 09:15:59",,437.55
"2023-02-10 09:16:00",,437.3
"2023-02-10 09:16:01",,437
"2023-02-10 09:16:02",,437.05
"2023-02-10 09:16:03",,437
"2023-02-10 09:16:05",,437.25
"2023-02-10 09:16:06",,437.35
"2023-02-10 09:16:07",,437.35
"2023-02-10 09:16:08",,437.25
"2023-02-10 09:16:09",,437.2
"2023-02-10 09:16:10",,436.9
"2023-02-10 09:16:11",,437.25
"2023-02-10 09:16:12",,437.25
"2023-02-10 09:16:13",,437
"2023-02-10 09:16:14",,437.25
"2023-02-10 09:16:15",,437
"2023-02-10 09:16:16",,437.1
"2023-02-10 09:16:17",,437.2
"2023-02-10 09:16:18",,437
"2023-02-10 09:16:19",,437.2
"2023-02-10 09:16:20",,437.1
"2023-02-10 09:16:21",,437.2
"2023-02-10 09:16:22",,437.25
"2023-02-10 09:16:23",,437.25
"2023-02-10 09:16:24",,437.15
"2023-02-10 09:16:25",,437.2
"2023-02-10 09:16:27",,437.2
"2023-02-10 09:16:28",,437.1
"2023-02-10 09:16:29",,437.3
"2023-02-10 09:16:30",,437.3
"2023-02-10 09:16:31",,437.4
"2023-02-10 09:16:32",,437.45
"2023-02-10 09:16:33",,437.55
"2023-02-10 09:16:34",,437.75
"2023-02-10 09:16:35",,437.45
"2023-02-10 09:16:36",,437.45
"2023-02-10 09:16:37",,437.8
"2023-02-10 09:16:38",,437.8
"2023-02-10 09:16:40",,437.55
"2023-02-10 09:16:41",,437.7
"2023-02-10 09:16:42",,437.55
"2023-02-10 09:16:43",,437.85
"2023-02-10 09:16:44",,437.9
"2023-02-10 09:16:45",,437.95
"2023-02-10 09:16:46",,438
"2023-02-10 09:16:47",,437.8
"2023-02-10 09:16:48",,437.95
"2023-02-10 09:16:49",,437.7
"2023-02-10 09:16:50",,437.7
"2023-02-10 09:16:51",,437.65
"2023-02-10 09:16:52",,437.7
"2023-02-10 09:16:53",,437.8
"2023-02-10 09:16:54",,437.7
"2023-02-10 09:16:55",,437.65
"2023-02-10 09:16:56",,437.65
"2023-02-10 09:16:57",,437.75
"2023-02-10 09:16:58",,437.8
"2023-02-10 09:16:59",,437.8
"2023-02-10 09:17:00",,437.7
"2023-02-10 09:17:01",,437.95
"2023-02-10 09:17:02",,437.75
"2023-02-10 09:17:03",,438.05
"2023-02-10 09:17:04",,437.6
"2023-02-10 09:17:05",,437.9
"2023-02-10 09:17:06",,437.8
"2023-02-10 09:17:07",,437.7
"2023-02-10 09:17:09",,437.35
"2023-02-10 09:17:10",,437.45
"2023-02-10 09:17:11",,437.2
"2023-02-10 09:17:12",,437.25
"2023-02-10 09:17:13",,437.25
"2023-02-10 09:17:14",,436.95
"2023-02-10 09:17:15",,437.3
"2023-02-10 09:17:16",,437.3
"2023-02-10 09:17:18",,437.3
"2023-02-10 09:17:19",,437.05
"2023-02-10 09:17:20",,437.3
"2023-02-10 09:17:21",,437.3
"2023-02-10 09:17:22",,437.4
"2023-02-10 09:17:23",,437.5
"2023-02-10 09:17:24",,437.6
"2023-02-10 09:17:25",,437.65
"2023-02-10 09:17:27",,437.6
"2023-02-10 09:17:28",,437.6
"2023-02-10 09:17:29",,437.6
"2023-02-10 09:17:31",,437.65
"2023-02-10 09:17:32",,437.65
"2023-02-10 09:17:33",,437.75
"2023-02-10 09:17:34",,437.85
"2023-02-10 09:17:35",,437.65
"2023-02-10 09:17:37",,437.8
"2023-02-10 09:17:38",,437.6
"2023-02-10 09:17:39",,437.8
"2023-02-10 09:17:40",,437.75
"2023-02-10 09:17:41",,437.75
"2023-02-10 09:17:42",,437.55
"2023-02-10 09:17:43",,437.5
"2023-02-10 09:17:44",,437.4
"2023-02-10 09:17:45",,437.6
"2023-02-10 09:17:46",,437.7
"2023-02-10 09:17:47",,437.45
"2023-02-10 09:17:48",,437.3
"2023-02-10 09:17:49",,437.5
"2023-02-10 09:17:50",,437.6
"2023-02-10 09:17:51",,437.5
"2023-02-10 09:17:52",,437.5
"2023-02-10 09:17:54",,437.6
"2023-02-10 09:17:55",,437.65
"2023-02-10 09:17:56",,437.65
"2023-02-10 09:17:57",,437.5
"2023-02-10 09:17:59",,437.6
"2023-02-10 09:18:00",,437.5
"2023-02-10 09:18:01",,437.5
"2023-02-10 09:18:02",,437.6
"2023-02-10 09:18:03",,437.5
"2023-02-10 09:18:04",,437.4
"2023-02-10 09:18:06",,437.5
"2023-02-10 09:18:07",,437.55
"2023-02-10 09:18:08",,437.6
"2023-02-10 09:18:09",,437.6
"2023-02-10 09:18:10",,437.35
"2023-02-10 09:18:11",,437.2
"2023-02-10 09:18:12",,437.25
"2023-02-10 09:18:14",,437.45
"2023-02-10 09:18:15",,437.25
"2023-02-10 09:18:16",,437.35
"2023-02-10 09:18:17",,437.45
"2023-02-10 09:18:18",,437.4
"2023-02-10 09:18:19",,437.5
"2023-02-10 09:18:20",,437.45
"2023-02-10 09:18:21",,437.45
"2023-02-10 09:18:22",,437.45
"2023-02-10 09:18:23",,437.5
"2023-02-10 09:18:24",,437.35
"2023-02-10 09:18:25",,437.45
"2023-02-10 09:18:26",,437.45
"2023-02-10 09:18:27",,437.45
"2023-02-10 09:18:28",,437.1
"2023-02-10 09:18:29",,437.1
"2023-02-10 09:18:31",,437.1
"2023-02-10 09:18:32",,437.15
"2023-02-10 09:18:33",,437.15
"2023-02-10 09:18:34",,437.3
"2023-02-10 09:18:35",,437.35
"2023-02-10 09:18:36",,437.25
"2023-02-10 09:18:37",,437.25
"2023-02-10 09:18:38",,437.35
"2023-02-10 09:18:39",,437.35
"2023-02-10 09:18:41",,437.45
"2023-02-10 09:18:42",,437.5
"2023-02-10 09:18:43",,437.4
"2023-02-10 09:18:45",,437.5
"2023-02-10 09:18:46",,437.3
"2023-02-10 09:18:47",,437.5
"2023-02-10 09:18:48",,437.5
"2023-02-10 09:18:49",,437.3
"2023-02-10 09:18:50",,437.35
"2023-02-10 09:18:51",,437.35
"2023-02-10 09:18:52",,437.35
"2023-02-10 09:18:53",,437.25
"2023-02-10 09:18:54",,437.25
"2023-02-10 09:18:55",,437.25
"2023-02-10 09:18:56",,437.25
"2023-02-10 09:18:57",,437.3
"2023-02-10 09:18:58",,437.3
"2023-02-10 09:18:59",,437.4
"2023-02-10 09:19:00",,437.25
"2023-02-10 09:19:01",,437
"2023-02-10 09:19:02",,437.25
"2023-02-10 09:19:03",,437.25
"2023-02-10 09:19:05",,437.05
"2023-02-10 09:19:06",,437.05
"2023-02-10 09:19:07",,437.3
"2023-02-10 09:19:08",,437.05
"2023-02-10 09:19:09",,436.95
"2023-02-10 09:19:10",,436.75
"2023-02-10 09:19:11",,436.65
"2023-02-10 09:19:12",,436.85
"2023-02-10 09:19:13",,436.85
"2023-02-10 09:19:14",,436.9
"2023-02-10 09:19:15",,436.55
"2023-02-10 09:19:16",,436.55
"2023-02-10 09:19:17",,436.9
"2023-02-10 09:19:18",,436.9
"2023-02-10 09:19:19",,436.95
"2023-02-10 09:19:20",,436.45
"2023-02-10 09:19:21",,436.6
"2023-02-10 09:19:23",,436.65
"2023-02-10 09:19:24",,436.4
"2023-02-10 09:19:25",,436.55
"2023-02-10 09:19:26",,436.55
"2023-02-10 09:19:28",,436.8
"2023-02-10 09:19:29",,436.8
"2023-02-10 09:19:30",,436.9
"2023-02-10 09:19:31",,436.8
"2023-02-10 09:19:32",,436.8
"2023-02-10 09:19:33",,436.95
"2023-02-10 09:19:34",,436.95
"2023-02-10 09:19:35",,436.95
"2023-02-10 09:19:36",,436.95
"2023-02-10 09:19:37",,436.95
"2023-02-10 09:19:38",,436.65
"2023-02-10 09:19:39",,436.7
"2023-02-10 09:19:40",,436.8
"2023-02-10 09:19:41",,436.5
"2023-02-10 09:19:42",,436.75
"2023-02-10 09:19:43",,436.75
"2023-02-10 09:19:44",,436.75
"2023-02-10 09:19:45",,436.8
"2023-02-10 09:19:46",,436.85
"2023-02-10 09:19:47",,436.75
"2023-02-10 09:19:48",,436.75
"2023-02-10 09:19:49",,436.7
"2023-02-10 09:19:50",,436.7
"2023-02-10 09:19:51",,436.75
"2023-02-10 09:19:52",,436.75
"2023-02-10 09:19:53",,436.9
"2023-02-10 09:19:54",,436.7
"2023-02-10 09:19:55",,436.7
"2023-02-10 09:19:56",,436.9
"2023-02-10 09:19:57",,436.7
"2023-02-10 09:19:58",,436.7
"2023-02-10 09:19:59",,436.85
"2023-02-10 09:20:00",,436.75
"2023-02-10 09:20:01",,436.85
"2023-02-10 09:20:02",,436.7
"2023-02-10 09:20:03",,436.65
"2023-02-10 09:20:04",,436.45
"2023-02-10 09:20:05",,436.3
"2023-02-10 09:20:06",,436.5
"2023-02-10 09:20:07",,436.25
"2023-02-10 09:20:08",,436.15
"2023-02-10 09:20:09",,436.35
"2023-02-10 09:20:10",,436.45
"2023-02-10 09:20:11",,436.35
"2023-02-10 09:20:12",,436.45
"2023-02-10 09:20:13",,436.25
"2023-02-10 09:20:14",,436.4
"2023-02-10 09:20:15",,436.45
"2023-02-10 09:20:16",,436.4
"2023-02-10 09:20:17",,436.4
"2023-02-10 09:20:18",,436.25
"2023-02-10 09:20:19",,436.5
"2023-02-10 09:20:20",,436.4
"2023-02-10 09:20:21",,436.2
"2023-02-10 09:20:22",,436.2
"2023-02-10 09:20:23",,436.4
"2023-02-10 09:20:24",,436.2
"2023-02-10 09:20:25",,436.2
"2023-02-10 09:20:26",,436.2
"2023-02-10 09:20:27",,436.45
"2023-02-10 09:20:28",,436.1
"2023-02-10 09:20:29",,436.1
"2023-02-10 09:20:30",,436
"2023-02-10 09:20:31",,436.2
"2023-02-10 09:20:32",,436
"2023-02-10 09:20:33",,436.05
"2023-02-10 09:20:34",,436.05
"2023-02-10 09:20:35",,436.3
"2023-02-10 09:20:36",,436.05
"2023-02-10 09:20:37",,436.05
"2023-02-10 09:20:38",,435.9
"2023-02-10 09:20:39",,436.05
"2023-02-10 09:20:40",,436
"2023-02-10 09:20:41",,435.75
"2023-02-10 09:20:42",,435.75
"2023-02-10 09:20:43",,436
"2023-02-10 09:20:44",,436
"2023-02-10 09:20:45",,435.7
"2023-02-10 09:20:46",,435.85
"2023-02-10 09:20:47",,435.9
"2023-02-10 09:20:48",,435.9
"2023-02-10 09:20:49",,435.7
"2023-02-10 09:20:50",,435.9
"2023-02-10 09:20:51",,435.9
"2023-02-10 09:20:52",,435.9
"2023-02-10 09:20:53",,435.9
"2023-02-10 09:20:54",,436.05
"2023-02-10 09:20:55",,436
"2023-02-10 09:20:56",,436.15
"2023-02-10 09:20:57",,436.2
"2023-02-10 09:20:58",,436.15
"2023-02-10 09:20:59",,436.05
"2023-02-10 09:21:00",,436
"2023-02-10 09:21:01",,436.3
"2023-02-10 09:21:02",,435.95
"2023-02-10 09:21:03",,435.8
"2023-02-10 09:21:04",,435.8
"2023-02-10 09:21:05",,435.8
"2023-02-10 09:21:06",,435.75
"2023-02-10 09:21:07",,435.7
"2023-02-10 09:21:08",,435.75
"2023-02-10 09:21:09",,435.95
"2023-02-10 09:21:10",,435.95
"2023-02-10 09:21:11",,435.85
"2023-02-10 09:21:12",,435.75
"2023-02-10 09:21:13",,435.9
"2023-02-10 09:21:14",,435.9
"2023-02-10 09:21:15",,435.7
"2023-02-10 09:21:16",,435.85
"2023-02-10 09:21:17",,435.75
"2023-02-10 09:21:18",,435.6
"2023-02-10 09:21:19",,435.5
"2023-02-10 09:21:20",,435.5
"2023-02-10 09:21:21",,435.65
"2023-02-10 09:21:22",,435.6
"2023-02-10 09:21:23",,435.15
