"DateTime","Pre Open RELIANCE","RELIANCEEQN"
"2023-02-17 09:01:41",2444,
"2023-02-17 09:01:42",2444,
"2023-02-17 09:01:43",2444,
"2023-02-17 09:01:44",2444,
"2023-02-17 09:01:45",2444,
"2023-02-17 09:01:46",2444,
"2023-02-17 09:01:47",2444,
"2023-02-17 09:01:48",2444,
"2023-02-17 09:01:49",2444,
"2023-02-17 09:01:50",2444,
"2023-02-17 09:01:51",2444,
"2023-02-17 09:01:52",2444,
"2023-02-17 09:01:53",2442.45,
"2023-02-17 09:01:54",2442,
"2023-02-17 09:01:55",2440,
"2023-02-17 09:01:56",2440,
"2023-02-17 09:01:57",2440,
"2023-02-17 09:01:58",2440,
"2023-02-17 09:01:59",2440,
"2023-02-17 09:02:00",2435.1,
"2023-02-17 09:02:01",2435.1,
"2023-02-17 09:02:02",2430.2,
"2023-02-17 09:02:03",2430.05,
"2023-02-17 09:02:04",2430,
"2023-02-17 09:02:05",2430,
"2023-02-17 09:02:06",2430,
"2023-02-17 09:02:07",2430.05,
"2023-02-17 09:02:08",2430.05,
"2023-02-17 09:02:09",2429.95,
"2023-02-17 09:02:10",2430,
"2023-02-17 09:02:11",2430,
"2023-02-17 09:02:12",2430,
"2023-02-17 09:02:13",2430,
"2023-02-17 09:02:14",2430,
"2023-02-17 09:02:15",2430,
"2023-02-17 09:02:16",2430,
"2023-02-17 09:02:17",2430,
"2023-02-17 09:02:18",2430,
"2023-02-17 09:02:19",2430,
"2023-02-17 09:02:20",2429.95,
"2023-02-17 09:02:21",2429.55,
"2023-02-17 09:02:22",2429.95,
"2023-02-17 09:02:23",2429.95,
"2023-02-17 09:02:24",2429.95,
"2023-02-17 09:02:25",2429.45,
"2023-02-17 09:02:26",2427.5,
"2023-02-17 09:02:27",2427.5,
"2023-02-17 09:02:28",2427.5,
"2023-02-17 09:02:29",2427,
"2023-02-17 09:02:31",2427,
"2023-02-17 09:02:32",2427,
"2023-02-17 09:02:33",2427,
"2023-02-17 09:02:34",2425,
"2023-02-17 09:02:36",2425,
"2023-02-17 09:02:37",2425,
"2023-02-17 09:02:38",2426.5,
"2023-02-17 09:02:39",2426,
"2023-02-17 09:02:40",2426,
"2023-02-17 09:02:41",2430,
"2023-02-17 09:02:42",2430,
"2023-02-17 09:02:43",2430,
"2023-02-17 09:02:44",2430,
"2023-02-17 09:02:45",2431,
"2023-02-17 09:02:46",2431,
"2023-02-17 09:02:47",2430,
"2023-02-17 09:02:48",2430,
"2023-02-17 09:02:49",2430,
"2023-02-17 09:02:51",2430,
"2023-02-17 09:02:52",2431,
"2023-02-17 09:02:53",2434,
"2023-02-17 09:02:54",2434,
"2023-02-17 09:02:55",2435,
"2023-02-17 09:02:56",2431,
"2023-02-17 09:02:57",2431,
"2023-02-17 09:02:58",2431,
"2023-02-17 09:02:59",2431,
"2023-02-17 09:03:00",2431,
"2023-02-17 09:03:01",2430,
"2023-02-17 09:03:02",2430,
"2023-02-17 09:03:03",2430,
"2023-02-17 09:03:04",2430,
"2023-02-17 09:03:05",2429.95,
"2023-02-17 09:03:06",2429.95,
"2023-02-17 09:03:07",2429.95,
"2023-02-17 09:03:08",2429.95,
"2023-02-17 09:03:09",2429.95,
"2023-02-17 09:03:10",2429.95,
"2023-02-17 09:03:11",2429.95,
"2023-02-17 09:03:12",2425.1,
"2023-02-17 09:03:13",2425.05,
"2023-02-17 09:03:14",2425,
"2023-02-17 09:03:16",2425,
"2023-02-17 09:03:17",2429.95,
"2023-02-17 09:03:18",2429.05,
"2023-02-17 09:03:19",2429.05,
"2023-02-17 09:03:20",2429.85,
"2023-02-17 09:03:21",2429.85,
"2023-02-17 09:03:22",2429.85,
"2023-02-17 09:03:23",2429.85,
"2023-02-17 09:03:24",2429.85,
"2023-02-17 09:03:25",2429.85,
"2023-02-17 09:03:26",2429.85,
"2023-02-17 09:03:27",2429.85,
"2023-02-17 09:03:28",2429.85,
"2023-02-17 09:03:29",2429.85,
"2023-02-17 09:03:30",2429.85,
"2023-02-17 09:03:31",2425,
"2023-02-17 09:03:32",2425,
"2023-02-17 09:03:33",2425,
"2023-02-17 09:03:34",2425,
"2023-02-17 09:03:35",2425.9,
"2023-02-17 09:03:36",2425.9,
"2023-02-17 09:03:37",2425,
"2023-02-17 09:03:38",2425,
"2023-02-17 09:03:39",2424.9,
"2023-02-17 09:03:40",2424.9,
"2023-02-17 09:03:41",2424.9,
"2023-02-17 09:03:42",2424.9,
"2023-02-17 09:03:43",2424.9,
"2023-02-17 09:03:44",2424.9,
"2023-02-17 09:03:45",2424.9,
"2023-02-17 09:03:46",2424.9,
"2023-02-17 09:03:47",2424.9,
"2023-02-17 09:03:48",2424.9,
"2023-02-17 09:03:49",2424.9,
"2023-02-17 09:03:50",2424.9,
"2023-02-17 09:03:51",2424.9,
"2023-02-17 09:03:52",2424.9,
"2023-02-17 09:03:53",2424.9,
"2023-02-17 09:03:54",2424.9,
"2023-02-17 09:03:55",2424.9,
"2023-02-17 09:03:56",2424.4,
"2023-02-17 09:03:57",2424.4,
"2023-02-17 09:03:58",2424.4,
"2023-02-17 09:03:59",2424.95,
"2023-02-17 09:04:00",2424.95,
"2023-02-17 09:04:01",2424.95,
"2023-02-17 09:04:02",2424.95,
"2023-02-17 09:04:03",2424.95,
"2023-02-17 09:04:04",2424.95,
"2023-02-17 09:04:05",2425,
"2023-02-17 09:04:06",2424.95,
"2023-02-17 09:04:07",2424.95,
"2023-02-17 09:04:09",2424.95,
"2023-02-17 09:04:10",2424.95,
"2023-02-17 09:04:12",2424.95,
"2023-02-17 09:04:13",2424.95,
"2023-02-17 09:04:14",2424.95,
"2023-02-17 09:04:15",2424.95,
"2023-02-17 09:04:16",2424.95,
"2023-02-17 09:04:17",2424.95,
"2023-02-17 09:04:18",2424.95,
"2023-02-17 09:04:19",2424.95,
"2023-02-17 09:04:20",2424.95,
"2023-02-17 09:04:21",2424.95,
"2023-02-17 09:04:22",2424.95,
"2023-02-17 09:04:23",2424.95,
"2023-02-17 09:04:24",2424.95,
"2023-02-17 09:04:25",2424.95,
"2023-02-17 09:04:26",2424.95,
"2023-02-17 09:04:27",2424.95,
"2023-02-17 09:04:28",2424.95,
"2023-02-17 09:04:29",2424.95,
"2023-02-17 09:04:30",2424.95,
"2023-02-17 09:04:31",2424.95,
"2023-02-17 09:04:32",2424.95,
"2023-02-17 09:04:33",2424.95,
"2023-02-17 09:04:34",2424.95,
"2023-02-17 09:04:35",2424.95,
"2023-02-17 09:04:36",2424.95,
"2023-02-17 09:04:37",2424.95,
"2023-02-17 09:04:38",2424.95,
"2023-02-17 09:04:39",2424.95,
"2023-02-17 09:04:40",2424.95,
"2023-02-17 09:04:41",2424.95,
"2023-02-17 09:04:42",2424.95,
"2023-02-17 09:04:43",2424.95,
"2023-02-17 09:04:44",2424.9,
"2023-02-17 09:04:45",2424.9,
"2023-02-17 09:04:46",2424.9,
"2023-02-17 09:04:47",2423.95,
"2023-02-17 09:04:48",2423.95,
"2023-02-17 09:04:49",2423.95,
"2023-02-17 09:04:50",2423.95,
"2023-02-17 09:04:51",2423.9,
"2023-02-17 09:04:52",2423.9,
"2023-02-17 09:04:53",2423.9,
"2023-02-17 09:04:54",2423.9,
"2023-02-17 09:04:55",2423.9,
"2023-02-17 09:04:56",2423.9,
"2023-02-17 09:04:57",2423.9,
"2023-02-17 09:04:58",2423.9,
"2023-02-17 09:04:59",2423.95,
"2023-02-17 09:05:00",2423.95,
"2023-02-17 09:05:01",2423.95,
"2023-02-17 09:05:02",2423.95,
"2023-02-17 09:05:03",2423.9,
"2023-02-17 09:05:05",2423.9,
"2023-02-17 09:05:06",2423.9,
"2023-02-17 09:05:07",2423.9,
"2023-02-17 09:05:09",2423.9,
"2023-02-17 09:05:10",2423.9,
"2023-02-17 09:05:11",2423.9,
"2023-02-17 09:05:12",2423.95,
"2023-02-17 09:05:13",2423.95,
"2023-02-17 09:05:14",2423.95,
"2023-02-17 09:05:15",2422.9,
"2023-02-17 09:05:17",2423.9,
"2023-02-17 09:05:18",2423.9,
"2023-02-17 09:05:19",2423.9,
"2023-02-17 09:05:20",2421,
"2023-02-17 09:05:22",2421,
"2023-02-17 09:05:23",2421,
"2023-02-17 09:05:24",2421,
"2023-02-17 09:05:25",2422.9,
"2023-02-17 09:05:26",2421,
"2023-02-17 09:05:27",2421,
"2023-02-17 09:05:29",2421,
"2023-02-17 09:05:30",2421,
"2023-02-17 09:05:32",2421.7,
"2023-02-17 09:05:33",2421,
"2023-02-17 09:05:35",2421,
"2023-02-17 09:05:36",2421,
"2023-02-17 09:05:37",2421,
"2023-02-17 09:05:38",2421,
"2023-02-17 09:05:40",2420,
"2023-02-17 09:05:41",2420,
"2023-02-17 09:05:42",2420,
"2023-02-17 09:05:43",2424.95,
"2023-02-17 09:05:44",2425,
"2023-02-17 09:05:46",2425,
"2023-02-17 09:05:47",2424.9,
"2023-02-17 09:05:48",2424.95,
"2023-02-17 09:05:50",2424.9,
"2023-02-17 09:05:51",2424.9,
"2023-02-17 09:05:52",2424.9,
"2023-02-17 09:05:53",2424.9,
"2023-02-17 09:05:54",2424.9,
"2023-02-17 09:05:56",2424.9,
"2023-02-17 09:05:57",2424.9,
"2023-02-17 09:05:58",2424.9,
"2023-02-17 09:05:59",2424.9,
"2023-02-17 09:06:00",2421,
"2023-02-17 09:06:01",2421,
"2023-02-17 09:06:03",2421,
"2023-02-17 09:06:04",2421,
"2023-02-17 09:06:05",2424,
"2023-02-17 09:06:06",2424,
"2023-02-17 09:06:07",2424,
"2023-02-17 09:06:09",2424.95,
"2023-02-17 09:06:10",2425,
"2023-02-17 09:06:11",2425,
"2023-02-17 09:06:12",2425,
"2023-02-17 09:06:13",2425,
"2023-02-17 09:06:14",2425,
"2023-02-17 09:06:16",2425,
"2023-02-17 09:06:17",2425,
"2023-02-17 09:06:18",2425,
"2023-02-17 09:06:20",2425,
"2023-02-17 09:06:21",2425,
"2023-02-17 09:06:22",2425,
"2023-02-17 09:06:23",2425,
"2023-02-17 09:06:24",2425,
"2023-02-17 09:06:25",2425,
"2023-02-17 09:06:26",2425,
"2023-02-17 09:06:27",2425,
"2023-02-17 09:06:28",2425,
"2023-02-17 09:06:29",2424.9,
"2023-02-17 09:06:30",2424.9,
"2023-02-17 09:06:31",2424.9,
"2023-02-17 09:06:33",2424.9,
"2023-02-17 09:06:34",2424,
"2023-02-17 09:06:36",2424.9,
"2023-02-17 09:06:37",2424.7,
"2023-02-17 09:06:38",2424.6,
"2023-02-17 09:06:40",2424,
"2023-02-17 09:06:42",2424,
"2023-02-17 09:06:43",2424,
"2023-02-17 09:06:43",2424,
"2023-02-17 09:06:44",2424,
"2023-02-17 09:06:45",2423.95,
"2023-02-17 09:06:46",2423.95,
"2023-02-17 09:06:48",2421,
"2023-02-17 09:06:49",2421,
"2023-02-17 09:06:50",2421,
"2023-02-17 09:06:51",2421,
"2023-02-17 09:06:52",2421,
"2023-02-17 09:06:54",2421,
"2023-02-17 09:06:55",2421,
"2023-02-17 09:06:57",2421,
"2023-02-17 09:06:58",2421,
"2023-02-17 09:06:59",2421,
"2023-02-17 09:07:00",2421,
"2023-02-17 09:15:00",,2422.85
"2023-02-17 09:15:01",,2420
"2023-02-17 09:15:02",,2419.7
"2023-02-17 09:15:03",,2419.9
"2023-02-17 09:15:04",,2419.85
"2023-02-17 09:15:05",,2419
"2023-02-17 09:15:06",,2418.4
"2023-02-17 09:15:07",,2418.2
"2023-02-17 09:15:08",,2417.95
"2023-02-17 09:15:09",,2418
"2023-02-17 09:15:10",,2416.15
"2023-02-17 09:15:11",,2416.1
"2023-02-17 09:15:12",,2416.95
"2023-02-17 09:15:13",,2415.65
"2023-02-17 09:15:44",,2413
"2023-02-17 09:15:45",,2412.7
"2023-02-17 09:15:46",,2414
"2023-02-17 09:15:48",,2413
"2023-02-17 09:15:49",,2413.9
"2023-02-17 09:15:50",,2413.85
"2023-02-17 09:15:51",,2413
"2023-02-17 09:15:52",,2413.05
"2023-02-17 09:15:53",,2413.85
"2023-02-17 09:15:54",,2413.6
"2023-02-17 09:15:56",,2414.95
"2023-02-17 09:15:57",,2414.45
"2023-02-17 09:15:58",,2414.45
"2023-02-17 09:15:59",,2414.45
"2023-02-17 09:16:00",,2414.5
"2023-02-17 09:16:01",,2414.9
"2023-02-17 09:16:02",,2414.45
"2023-02-17 09:16:03",,2415.65
"2023-02-17 09:16:04",,2415.9
"2023-02-17 09:16:05",,2416
"2023-02-17 09:16:06",,2417.3
"2023-02-17 09:16:07",,2417
"2023-02-17 09:16:08",,2418
"2023-02-17 09:16:09",,2417.8
"2023-02-17 09:16:10",,2418
"2023-02-17 09:16:11",,2418
"2023-02-17 09:16:12",,2416.8
"2023-02-17 09:16:43",,2420.75
"2023-02-17 09:16:45",,2420.8
"2023-02-17 09:16:46",,2420.8
"2023-02-17 09:16:47",,2420
"2023-02-17 09:16:48",,2419.05
"2023-02-17 09:16:49",,2419.55
"2023-02-17 09:16:50",,2420
"2023-02-17 09:16:51",,2420
"2023-02-17 09:16:52",,2420
"2023-02-17 09:16:53",,2420
"2023-02-17 09:16:54",,2420
"2023-02-17 09:16:55",,2420
"2023-02-17 09:16:57",,2421
"2023-02-17 09:16:58",,2421.4
"2023-02-17 09:16:59",,2421.4
"2023-02-17 09:17:00",,2420.95
"2023-02-17 09:17:01",,2421
"2023-02-17 09:17:02",,2420.5
"2023-02-17 09:17:03",,2420
"2023-02-17 09:17:04",,2421
"2023-02-17 09:17:05",,2420.95
"2023-02-17 09:17:07",,2421
"2023-02-17 09:17:08",,2421
"2023-02-17 09:17:09",,2420.95
"2023-02-17 09:17:10",,2420.3
"2023-02-17 09:17:11",,2421
"2023-02-17 09:17:12",,2421
"2023-02-17 09:17:44",,2419.5
"2023-02-17 09:17:45",,2419.7
"2023-02-17 09:17:47",,2419.9
"2023-02-17 09:17:48",,2419.9
"2023-02-17 09:17:49",,2419.9
"2023-02-17 09:17:50",,2419.6
"2023-02-17 09:17:51",,2420
"2023-02-17 09:17:52",,2419.75
"2023-02-17 09:17:53",,2419.6
"2023-02-17 09:17:54",,2419.75
"2023-02-17 09:17:55",,2419.1
"2023-02-17 09:17:56",,2419.15
"2023-02-17 09:17:57",,2419.15
"2023-02-17 09:17:58",,2419.5
"2023-02-17 09:17:59",,2419.2
"2023-02-17 09:18:01",,2419.2
"2023-02-17 09:18:02",,2419.5
"2023-02-17 09:18:03",,2419.3
"2023-02-17 09:18:04",,2418.85
"2023-02-17 09:18:05",,2419.75
"2023-02-17 09:18:06",,2418.75
"2023-02-17 09:18:07",,2418.75
"2023-02-17 09:18:08",,2416.55
"2023-02-17 09:18:09",,2416.65
"2023-02-17 09:18:10",,2418
"2023-02-17 09:18:11",,2417.1
"2023-02-17 09:18:12",,2417.1
"2023-02-17 09:18:13",,2417.15
"2023-02-17 09:18:14",,2417.15
"2023-02-17 09:18:15",,2416
"2023-02-17 09:18:16",,2416
"2023-02-17 09:18:17",,2416
"2023-02-17 09:18:18",,2415.5
"2023-02-17 09:18:19",,2415.5
"2023-02-17 09:18:20",,2416.35
"2023-02-17 09:18:22",,2416.65
"2023-02-17 09:18:23",,2416.9
"2023-02-17 09:18:24",,2416.35
"2023-02-17 09:18:25",,2416.9
"2023-02-17 09:18:26",,2416.9
"2023-02-17 09:18:27",,2416.9
"2023-02-17 09:18:28",,2417.5
"2023-02-17 09:18:29",,2416.9
"2023-02-17 09:18:31",,2417.35
"2023-02-17 09:18:32",,2417.35
"2023-02-17 09:18:33",,2415.25
"2023-02-17 09:18:34",,2416.65
"2023-02-17 09:18:35",,2416.05
"2023-02-17 09:18:36",,2416.7
"2023-02-17 09:18:37",,2416.7
"2023-02-17 09:18:38",,2416.15
"2023-02-17 09:18:39",,2416.55
"2023-02-17 09:18:40",,2417
"2023-02-17 09:18:41",,2417.35
"2023-02-17 09:18:42",,2416.95
"2023-02-17 09:18:43",,2416.5
"2023-02-17 09:19:14",,2418.85
"2023-02-17 09:19:15",,2418.85
"2023-02-17 09:19:16",,2418.2
"2023-02-17 09:19:17",,2418.05
"2023-02-17 09:19:18",,2418.05
"2023-02-17 09:19:19",,2418.85
"2023-02-17 09:19:20",,2418.5
"2023-02-17 09:19:21",,2418.85
"2023-02-17 09:19:22",,2418.7
"2023-02-17 09:19:23",,2418.55
"2023-02-17 09:19:24",,2418.6
"2023-02-17 09:19:26",,2418.85
"2023-02-17 09:19:27",,2418.85
"2023-02-17 09:19:29",,2419
"2023-02-17 09:19:30",,2418.6
"2023-02-17 09:19:31",,2418.6
"2023-02-17 09:19:32",,2418.7
"2023-02-17 09:19:33",,2418.65
"2023-02-17 09:19:34",,2418.65
"2023-02-17 09:19:35",,2418.65
"2023-02-17 09:19:36",,2418.6
"2023-02-17 09:19:37",,2418.65
"2023-02-17 09:19:38",,2418.6
"2023-02-17 09:19:39",,2418.6
"2023-02-17 09:19:40",,2418.65
"2023-02-17 09:19:41",,2418.6
"2023-02-17 09:19:42",,2418.65
"2023-02-17 09:20:14",,2419.1
"2023-02-17 09:20:15",,2417.35
"2023-02-17 09:20:16",,2418.65
"2023-02-17 09:20:17",,2417.75
"2023-02-17 09:20:18",,2418.3
"2023-02-17 09:20:19",,2417.8
"2023-02-17 09:20:20",,2418.3
"2023-02-17 09:20:21",,2418.3
"2023-02-17 09:20:22",,2418.3
"2023-02-17 09:20:23",,2418.7
"2023-02-17 09:20:24",,2418.35
"2023-02-17 09:20:25",,2418.35
"2023-02-17 09:20:26",,2418.4
"2023-02-17 09:20:27",,2418.55
"2023-02-17 09:20:28",,2418.55
"2023-02-17 09:20:29",,2418.4
"2023-02-17 09:20:30",,2418.5
"2023-02-17 09:20:31",,2418.4
"2023-02-17 09:20:32",,2418.45
"2023-02-17 09:20:33",,2418.45
"2023-02-17 09:20:34",,2418.5
"2023-02-17 09:20:35",,2418.5
"2023-02-17 09:20:36",,2418.5
"2023-02-17 09:20:37",,2419.9
"2023-02-17 09:20:38",,2419.15
"2023-02-17 09:20:39",,2419.2
"2023-02-17 09:20:40",,2419.9
"2023-02-17 09:20:41",,2420
"2023-02-17 09:20:42",,2419.5
"2023-02-17 09:20:43",,2419.75
"2023-02-17 09:21:14",,2419.15
"2023-02-17 09:21:15",,2419.55
"2023-02-17 09:21:16",,2419.75
"2023-02-17 09:21:18",,2419.75
"2023-02-17 09:21:19",,2420
"2023-02-17 09:21:20",,2419.75
"2023-02-17 09:21:21",,2419.8
"2023-02-17 09:21:22",,2419.75
"2023-02-17 09:21:23",,2419.75
"2023-02-17 09:21:24",,2419.9
"2023-02-17 09:21:25",,2419.9
"2023-02-17 09:21:26",,2419.9
"2023-02-17 09:21:27",,2419.9
"2023-02-17 09:21:28",,2419.9
"2023-02-17 09:21:29",,2420
"2023-02-17 09:21:30",,2419.8
"2023-02-17 09:21:31",,2419.8
"2023-02-17 09:21:32",,2419.65
"2023-02-17 09:21:33",,2419.8
"2023-02-17 09:21:34",,2419.4
"2023-02-17 09:21:35",,2419.4
"2023-02-17 09:21:36",,2419.8
"2023-02-17 09:21:38",,2419.45
"2023-02-17 09:21:39",,2419.45
"2023-02-17 09:21:40",,2419.8
"2023-02-17 09:21:41",,2419.8
"2023-02-17 09:21:42",,2419.55
"2023-02-17 09:21:43",,2420
"2023-02-17 09:21:44",,2419.8
"2023-02-17 09:21:45",,2420
"2023-02-17 09:21:46",,2418.5
"2023-02-17 09:21:47",,2418.5
"2023-02-17 09:21:48",,2418.8
"2023-02-17 09:21:49",,2419
"2023-02-17 09:21:50",,2419.75
"2023-02-17 09:21:51",,2419.5
"2023-02-17 09:21:52",,2419.5
"2023-02-17 09:21:53",,2419.5
"2023-02-17 09:21:54",,2419.45
"2023-02-17 09:21:55",,2419.45
"2023-02-17 09:21:56",,2419.5
"2023-02-17 09:21:57",,2419.55
"2023-02-17 09:21:58",,2419.45
"2023-02-17 09:21:59",,2418.85
"2023-02-17 09:22:00",,2419.55
"2023-02-17 09:22:01",,2418.4
"2023-02-17 09:22:02",,2418.85
"2023-02-17 09:22:03",,2418.35
"2023-02-17 09:22:04",,2418.2
"2023-02-17 09:22:05",,2418.4
"2023-02-17 09:22:06",,2418.4
"2023-02-17 09:22:07",,2418.7
"2023-02-17 09:22:08",,2418.5
"2023-02-17 09:22:09",,2418.4
"2023-02-17 09:22:10",,2418.4
"2023-02-17 09:22:11",,2418.45
"2023-02-17 09:22:12",,2418.6
"2023-02-17 09:22:13",,2418.4
"2023-02-17 09:22:14",,2418.4
"2023-02-17 09:22:15",,2418.6
"2023-02-17 09:22:16",,2418.4
"2023-02-17 09:22:17",,2418.6
"2023-02-17 09:22:18",,2418.6
"2023-02-17 09:22:19",,2418.45
"2023-02-17 09:22:20",,2418.45
"2023-02-17 09:22:21",,2419.5
"2023-02-17 09:22:22",,2419.1
"2023-02-17 09:22:23",,2419.5
"2023-02-17 09:22:24",,2419.15
"2023-02-17 09:22:25",,2419.2
"2023-02-17 09:22:26",,2419.1
"2023-02-17 09:22:27",,2418.45
"2023-02-17 09:22:28",,2418.9
"2023-02-17 09:22:29",,2418.4
"2023-02-17 09:22:30",,2418.95
"2023-02-17 09:22:31",,2418.7
"2023-02-17 09:22:32",,2418.9
"2023-02-17 09:22:33",,2418.9
"2023-02-17 09:22:34",,2418.9
"2023-02-17 09:22:35",,2418.9
"2023-02-17 09:22:36",,2418.9
"2023-02-17 09:22:37",,2418.5
"2023-02-17 09:22:39",,2418.45
"2023-02-17 09:22:40",,2418.4
"2023-02-17 09:22:41",,2418.45
"2023-02-17 09:22:42",,2418
"2023-02-17 09:22:43",,2418.6
"2023-02-17 09:22:44",,2418.45
"2023-02-17 09:22:45",,2418.85
"2023-02-17 09:22:46",,2418.15
"2023-02-17 09:22:48",,2418.45
"2023-02-17 09:22:49",,2418.15
"2023-02-17 09:22:50",,2418.15
"2023-02-17 09:22:51",,2418.05
"2023-02-17 09:22:52",,2418.3
"2023-02-17 09:22:53",,2418.15
"2023-02-17 09:22:54",,2418.05
"2023-02-17 09:22:55",,2418.05
"2023-02-17 09:22:56",,2418.4
"2023-02-17 09:22:57",,2418.4
"2023-02-17 09:22:58",,2418.2
"2023-02-17 09:22:59",,2419
"2023-02-17 09:23:00",,2419
"2023-02-17 09:23:01",,2418.85
"2023-02-17 09:23:02",,2419
"2023-02-17 09:23:03",,2418.95
"2023-02-17 09:23:04",,2419
"2023-02-17 09:23:05",,2419
"2023-02-17 09:23:06",,2419.5
"2023-02-17 09:23:07",,2419
"2023-02-17 09:23:08",,2419.5
"2023-02-17 09:23:09",,2419
"2023-02-17 09:23:10",,2418.95
"2023-02-17 09:23:11",,2418.95
"2023-02-17 09:23:12",,2418.95
"2023-02-17 09:23:13",,2418.95
"2023-02-17 09:23:44",,2420.9
"2023-02-17 09:23:45",,2420.55
"2023-02-17 09:23:46",,2420.35
"2023-02-17 09:23:47",,2420
"2023-02-17 09:23:48",,2420.2
"2023-02-17 09:23:49",,2420.05
"2023-02-17 09:23:50",,2419.95
"2023-02-17 09:23:51",,2419.75
"2023-02-17 09:23:52",,2419.35
"2023-02-17 09:23:53",,2419.35
"2023-02-17 09:23:54",,2419
"2023-02-17 09:23:55",,2419
"2023-02-17 09:23:56",,2419
"2023-02-17 09:23:57",,2418.2
"2023-02-17 09:23:58",,2418.3
"2023-02-17 09:23:59",,2418.35
"2023-02-17 09:24:00",,2418.7
"2023-02-17 09:24:01",,2418.3
"2023-02-17 09:24:02",,2418.5
"2023-02-17 09:24:03",,2418.5
"2023-02-17 09:24:04",,2418.4
"2023-02-17 09:24:05",,2418.8
"2023-02-17 09:24:06",,2418.55
"2023-02-17 09:24:07",,2418.55
"2023-02-17 09:24:08",,2418.55
"2023-02-17 09:24:09",,2418.85
"2023-02-17 09:24:10",,2419.1
"2023-02-17 09:24:12",,2419.1
"2023-02-17 09:24:13",,2419.25
"2023-02-17 09:24:44",,2420.9
"2023-02-17 09:24:45",,2420.8
"2023-02-17 09:24:46",,2420.9
"2023-02-17 09:24:47",,2420.95
"2023-02-17 09:24:48",,2420.9
"2023-02-17 09:24:49",,2420.95
"2023-02-17 09:24:50",,2420.95
